dwc:scientificName,gbif:canonicalName,coreid,dwc:basisOfRecord,dwc:catalogNumber,dwc:collectionCode,dwc:recordedBy,dwc:vernacularName,idigbio:commonnames,dwc:coordinateUncertaintyInMeters,dwc:county,idigbio:eventDate,idigbio:dataQualityScore,dwc:eventDate,dwc:fieldNumber,idigbio:flags,dwc:genus,idigbio:geoPoint,dwc:institutionCode,dwc:locality,evelation,dwc:recordNumber,dwc:verbatimEventDate,dwc:verbatimLocality
himatione sanguinea sanguinea,himatione sanguinea,f31e099f-258b-46c9-8a56-4f41d9a18fbe,preservedspecimen,347723,orn,dave bell,,,364342.0,,1986-09-01T00:00:00+00:00,0.2753623188405797,1986-09-01,,"[""geopoint_datum_error"", ""dwc_taxonrank_added"", ""gbif_reference_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""dwc_scientificnameauthorship_replaced"", ""gbif_vernacularname_added"", ""dwc_taxonomicstatus_added"", ""dwc_multimedia_added"", ""dwc_originalnameusageid_added"", ""gbif_canonicalname_added"", ""gbif_taxon_corrected"", ""idigbio_isocountrycode_added"", ""dwc_family_replaced"", ""dwc_taxonid_added"", ""dwc_parentnameusageid_added"", ""dwc_continent_replaced""]",himatione,"{""lat"": 21.13446, ""lon"": -157.00974}",mcz,[no specific locality data],,,1/9/1986,"north america, usa, hawaii"
carpodacus mexicanus frontalis,haemorhous mexicanus frontalis,d32b0e2c-8dc9-4180-a625-a125aac8b82e,preservedspecimen,115070,orn,milton j. flood,,,347215.10572,maui,1895-02-03T00:00:00+00:00,0.2898550724637681,1895-02-03,,"[""geopoint_datum_error"", ""gbif_reference_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""dwc_scientificnameauthorship_replaced"", ""gbif_vernacularname_added"", ""dwc_specificepithet_replaced"", ""dwc_taxonomicstatus_added"", ""dwc_taxonid_added"", ""dwc_multimedia_added"", ""gbif_taxon_corrected"", ""gbif_canonicalname_added"", ""dwc_taxonrank_added"", ""idigbio_isocountrycode_added"", ""dwc_parentnameusageid_added"", ""dwc_continent_replaced""]",haemorhous,"{""lat"": 20.88033, ""lon"": -157.04823}",mcz,,,,3/2/1895,"north america, usa, hawaii"
himatione sanguinea sanguinea,himatione sanguinea,257153c9-eb0d-4c0a-86a2-631cf1a76520,preservedspecimen,80946,orn,milton j. flood,,,347215.10572,maui,1895-01-21T00:00:00+00:00,0.2753623188405797,1895-01-21,,"[""geopoint_datum_error"", ""dwc_taxonrank_added"", ""gbif_reference_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""dwc_scientificnameauthorship_replaced"", ""gbif_vernacularname_added"", ""dwc_taxonomicstatus_added"", ""dwc_taxonid_added"", ""dwc_multimedia_added"", ""dwc_originalnameusageid_added"", ""gbif_canonicalname_added"", ""gbif_taxon_corrected"", ""idigbio_isocountrycode_added"", ""dwc_family_replaced"", ""dwc_parentnameusageid_added"", ""dwc_continent_replaced""]",himatione,"{""lat"": 20.88033, ""lon"": -157.04823}",mcz,,,,21/1/1895,"pacific ocean, usa, hawaii"
loxioides,loxioides,6f016925-c9d0-43cc-9f3f-b2c42ea93c4e,preservedspecimen,134726,orn,robert cyril layton perkins,,,48015.168004,hawaii,1892-08-09T00:00:00+00:00,0.391304347826087,1892-08-09,,"[""geopoint_datum_error"", ""idigbio_isocountrycode_added"", ""dwc_continent_replaced"", ""taxon_match_failed""]",loxioides,"{""lat"": 19.4834, ""lon"": -155.83637}",mcz,kona,,,9/8/1892,"pacific ocean, usa, hawaii, kona"
loxops,loxops,4c057322-56db-43d4-a54a-399142acd224,preservedspecimen,37204,orn,henry wetherbee henshaw,,,14542.0,,1900-02-10T00:00:00+00:00,0.2463768115942029,1900-02-10,,"[""geopoint_datum_error"", ""geopoint_low_precision"", ""gbif_reference_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_vernacularname_added"", ""dwc_specificepithet_replaced"", ""dwc_taxonomicstatus_added"", ""dwc_multimedia_added"", ""dwc_originalnameusageid_added"", ""gbif_canonicalname_added"", ""dwc_taxonrank_added"", ""gbif_taxon_corrected"", ""idigbio_isocountrycode_added"", ""dwc_family_replaced"", ""dwc_scientificnameauthorship_added"", ""dwc_taxonid_added"", ""dwc_parentnameusageid_added"", ""dwc_continent_replaced""]",loxops,"{""lat"": 19.76667, ""lon"": -155.15}",mcz,kaiwiki,,,10/2/1900,"north america, usa, hawaii, kaiwiki"
paroreomyza maculata,paroreomyza maculata,f1c7e837-ba5f-45b5-8ac9-5b1596b4bb8b,preservedspecimen,134704,orn,robert cyril layton perkins,,,347215.10572,kauai,,0.2463768115942029,1894-05-01/1894-05-31,,"[""geopoint_datum_error"", ""dwc_taxonrank_added"", ""gbif_reference_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_vernacularname_added"", ""dwc_taxonomicstatus_added"", ""dwc_taxonid_added"", ""dwc_multimedia_added"", ""dwc_originalnameusageid_added"", ""gbif_canonicalname_added"", ""gbif_taxon_corrected"", ""idigbio_isocountrycode_added"", ""dwc_family_replaced"", ""dwc_scientificnameauthorship_added"", ""dwc_parentnameusageid_added"", ""dwc_continent_replaced""]",paroreomyza,"{""lat"": 20.88033, ""lon"": -157.04823}",mcz,,,,5/1894,"north america, usa, hawaii"
himatione sanguinea sanguinea,himatione sanguinea,a7ab9d6a-18e6-4e3f-b9d3-5c61435c6ddf,preservedspecimen,55612,orn,milton j. flood,,,347215.10572,maui,1894-12-17T00:00:00+00:00,0.2753623188405797,1894-12-17,,"[""geopoint_datum_error"", ""dwc_taxonrank_added"", ""gbif_reference_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""dwc_scientificnameauthorship_replaced"", ""gbif_vernacularname_added"", ""dwc_taxonomicstatus_added"", ""dwc_taxonid_added"", ""dwc_multimedia_added"", ""dwc_originalnameusageid_added"", ""gbif_canonicalname_added"", ""gbif_taxon_corrected"", ""idigbio_isocountrycode_added"", ""dwc_family_replaced"", ""dwc_parentnameusageid_added"", ""dwc_continent_replaced""]",himatione,"{""lat"": 20.88033, ""lon"": -157.04823}",mcz,,,,17/12/1894,"pacific ocean, usa, hawaii"
himatione sanguinea sanguinea,himatione sanguinea,303ef63c-f94e-46ca-a7ec-3f9506163c3b,preservedspecimen,37252,orn,henry wetherbee henshaw,,,14187.0,hawaii,1900-01-27T00:00:00+00:00,0.2753623188405797,1900-01-27,,"[""geopoint_datum_error"", ""geopoint_low_precision"", ""gbif_reference_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""dwc_scientificnameauthorship_replaced"", ""gbif_vernacularname_added"", ""dwc_taxonomicstatus_added"", ""dwc_taxonid_added"", ""dwc_multimedia_added"", ""dwc_originalnameusageid_added"", ""gbif_canonicalname_added"", ""dwc_taxonrank_added"", ""gbif_taxon_corrected"", ""idigbio_isocountrycode_added"", ""dwc_family_replaced"", ""dwc_parentnameusageid_added"", ""dwc_continent_replaced""]",himatione,"{""lat"": 19.76667, ""lon"": -155.15}",mcz,kaiwiki,,,27/1/1900,"pacific ocean, usa, hawaii, kaiwiki"
himatione sanguinea sanguinea,himatione sanguinea,7df9b9f8-4a67-4c30-8a9a-967423c5f6a3,preservedspecimen,37255,orn,henry wetherbee henshaw,,,14187.0,hawaii,1900-02-10T00:00:00+00:00,0.2753623188405797,1900-02-10,,"[""geopoint_datum_error"", ""geopoint_low_precision"", ""gbif_reference_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""dwc_scientificnameauthorship_replaced"", ""gbif_vernacularname_added"", ""dwc_taxonomicstatus_added"", ""dwc_taxonid_added"", ""dwc_multimedia_added"", ""dwc_originalnameusageid_added"", ""gbif_canonicalname_added"", ""dwc_taxonrank_added"", ""gbif_taxon_corrected"", ""idigbio_isocountrycode_added"", ""dwc_family_replaced"", ""dwc_parentnameusageid_added"", ""dwc_continent_replaced""]",himatione,"{""lat"": 19.76667, ""lon"": -155.15}",mcz,kaiwiki,,,10/2/1900,"pacific ocean, usa, hawaii, kaiwiki"
palmeria dolei,palmeria dolei,381b8f2a-48d6-4b45-adfe-5d9ab4e3374d,preservedspecimen,47901,orn,robert cyril layton perkins,,,347215.10572,maui,1893-06-27T00:00:00+00:00,0.2898550724637681,1893-06-27,,"[""geopoint_datum_error"", ""dwc_taxonrank_added"", ""gbif_reference_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_vernacularname_added"", ""dwc_parentnameusageid_added"", ""idigbio_isocountrycode_added"", ""dwc_family_replaced"", ""dwc_taxonid_added"", ""dwc_taxonomicstatus_added"", ""dwc_multimedia_added"", ""gbif_taxon_corrected"", ""gbif_canonicalname_added"", ""dwc_continent_replaced""]",palmeria,"{""lat"": 20.88033, ""lon"": -157.04823}",mcz,,,,27/6/1893,"pacific ocean, usa, hawaii"
paroreomyza maculata mana,loxops mana,517acdef-18fd-4310-bf2f-43a29655b410,preservedspecimen,37277,orn,henry wetherbee henshaw,,,5871.0,,1899-12-23T00:00:00+00:00,0.30434782608695654,1899-12-23,,"[""geopoint_datum_error"", ""gbif_reference_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_vernacularname_added"", ""dwc_taxonomicstatus_added"", ""dwc_multimedia_added"", ""dwc_originalnameusageid_added"", ""gbif_canonicalname_added"", ""dwc_taxonrank_added"", ""gbif_taxon_corrected"", ""idigbio_isocountrycode_added"", ""dwc_family_replaced"", ""dwc_scientificnameauthorship_added"", ""dwc_taxonid_added"", ""dwc_parentnameusageid_added"", ""dwc_continent_replaced""]",loxops,"{""lat"": 19.57103, ""lon"": -155.17383}",mcz,olaa,731.52,,23/12/1899,"north america, usa, hawaii, olaa"
hemignathus wilsoni,hemignathus wilsoni,4e425d87-76af-4f85-b614-b930a5b7f21b,preservedspecimen,37243,orn,henry wetherbee henshaw,,,14542.0,,1900-02-12T00:00:00+00:00,0.2898550724637681,1900-02-12,,"[""geopoint_datum_error"", ""geopoint_low_precision"", ""dwc_taxonrank_added"", ""gbif_reference_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_vernacularname_added"", ""dwc_parentnameusageid_added"", ""idigbio_isocountrycode_added"", ""dwc_family_replaced"", ""dwc_taxonomicstatus_added"", ""dwc_taxonid_added"", ""gbif_taxon_corrected"", ""gbif_canonicalname_added"", ""dwc_continent_replaced""]",hemignathus,"{""lat"": 19.76667, ""lon"": -155.15}",mcz,kaiwiki,,,12/2/1900,"north america, usa, hawaii, kaiwiki"
loxioides bailleui,loxioides bailleui,07628546-7788-4e41-8399-d40bae6aa28e,preservedspecimen,uaz-018240,ornithology,charles van riper iii | 658,palila,"[""Palila""]",,hawaii,1974-08-14T00:00:00+00:00,0.36231884057971014,1974-08-14,,"[""dwc_multimedia_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_parentnameusageid_added"", ""dwc_taxonid_added"", ""idigbio_isocountrycode_added"", ""gbif_vernacularname_added"", ""gbif_canonicalname_added"", ""gbif_reference_added""]",loxioides,"{""lat"": 19.83667, ""lon"": -155.59806}",uaz,"puu laau, 7600+/-'",,,14 august 1974,"united states of america | hawaii | hawaii | puu laau, 7600+/-'"
drepanis coccinea,vestiaria coccinea,ac683593-036a-4953-a5b7-9637ca2c864a,preservedspecimen,uaz-018330,ornithology,charles van riper iii | hpa 181,iiwi,"[""Iiwi""]",,hawaii,1972-04-18T00:00:00+00:00,0.3188405797101449,1972-04-18,,"[""dwc_multimedia_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_parentnameusageid_added"", ""dwc_taxonid_added"", ""idigbio_isocountrycode_added"", ""gbif_vernacularname_added"", ""gbif_canonicalname_added"", ""dwc_scientificnameauthorship_replaced"", ""gbif_reference_added"", ""dwc_originalnameusageid_added"", ""dwc_genus_replaced""]",vestiaria,"{""lat"": 20.045668, ""lon"": -155.695736}",uaz,"2.1 miles nw of kamuela, 3800 ft.",,,18 april 1972,"united states of america | hawaii | hawaii | 2.1 miles nw of kamuela, 3800 ft."
himatione sanguinea,himatione sanguinea,6096d1c4-c8b9-48a4-9f7c-9c06d4d9596c,preservedspecimen,ypm orn 122642,vz,fred c. sibley,"apapane; finches, euphonias and allies; perching birds; birds; vertebrates; chordates; animals","[""Apapane; Finches, Euphonias and allies; Perching Birds; Birds; vertebrates; chordates; animals""]",1850.0,hawaii county,1975-03-14T00:00:00+00:00,0.2898550724637681,1975-03-14,,"[""gbif_reference_added"", ""gbif_genericname_added"", ""dwc_scientificnameauthorship_replaced"", ""gbif_vernacularname_added"", ""dwc_continent_added"", ""idigbio_isocountrycode_added"", ""dwc_datasetid_replaced"", ""dwc_originalnameusageid_added"", ""dwc_taxonomicstatus_added"", ""dwc_country_replaced"", ""dwc_taxonid_added"", ""dwc_multimedia_added"", ""dwc_parentnameusageid_added"", ""gbif_taxon_corrected"", ""gbif_canonicalname_added""]",himatione,"{""lat"": 19.4736, ""lon"": -155.5917}",ypm,,,,,
akialoa obscura,akialoa obscura,faf98257-022d-47e8-9d1f-ff62f3ddd363,preservedspecimen,ypm orn 011847,vz,henry w. henshaw,"lesser akialoa; finches, euphonias and allies; perching birds; birds; vertebrates; chordates; animals","[""Lesser Akialoa; Finches, Euphonias and allies; Perching Birds; Birds; vertebrates; chordates; animals""]",1851.0,hawaii county,1900-02-12T00:00:00+00:00,0.2898550724637681,1900-02-12,,"[""geopoint_low_precision"", ""gbif_reference_added"", ""gbif_canonicalname_added"", ""dwc_taxonid_added"", ""gbif_genericname_added"", ""dwc_parentnameusageid_added"", ""gbif_taxon_corrected"", ""dwc_country_replaced"", ""idigbio_isocountrycode_added"", ""gbif_vernacularname_added"", ""dwc_scientificnameauthorship_replaced"", ""dwc_continent_added"", ""dwc_taxonomicstatus_added"", ""dwc_originalnameusageid_added"", ""dwc_datasetid_replaced""]",akialoa,"{""lat"": 19.767, ""lon"": -155.15}",ypm,,,,,
hemignathus virens,chlorodrepanis virens,dcdf3cf2-205b-4388-aa39-0032487a1658,machineobservation,32522,ml,chandler s robbins,hawaii amakihi,"[""Hawaii Amakihi""]",,hawaii,1963-03-03T00:00:00+00:00,0.3188405797101449,1963-03-03,,"[""geopoint_datum_error"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_parentnameusageid_added"", ""dwc_scientificnameauthorship_added"", ""dwc_taxonid_added"", ""gbif_vernacularname_added"", ""idigbio_isocountrycode_added"", ""dwc_genus_replaced"", ""gbif_canonicalname_added"", ""gbif_reference_added"", ""dwc_originalnameusageid_added""]",chlorodrepanis,"{""lat"": 19.609, ""lon"": -155.808}",clo,pohakuloa,,,3-mar-1963,united states | hawaii | hawaii | pohakuloa
himatione sanguinea,himatione sanguinea,b357e477-f180-4d37-b853-08036086d33f,machineobservation,10935,ml,william v ward,apapane,"[""Apapane""]",,maui,1962-02-24T00:00:00+00:00,0.30434782608695654,1962-02-24,,"[""geopoint_datum_error"", ""geopoint_low_precision"", ""gbif_reference_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""dwc_originalnameusageid_added"", ""gbif_vernacularname_added"", ""idigbio_isocountrycode_added"", ""dwc_scientificnameauthorship_added"", ""dwc_taxonomicstatus_added"", ""dwc_taxonid_added"", ""dwc_multimedia_added"", ""dwc_parentnameusageid_added"", ""gbif_taxon_corrected"", ""gbif_canonicalname_added""]",himatione,"{""lat"": 20.7833333, ""lon"": -156.25}",clo,haleakala nat. park; hosmer grove,,,24-feb-1962,united states | hawaii | maui | haleakala nat. park; hosmer grove
paroreomyza flammea,paroreomyza flammea,6dc83d07-fbac-40da-a7c2-be9abf7daf1a,preservedspecimen,7225.01,vz-bbm,r c l perkins,,,,maui county,,0.15942028985507245,,,"[""geopoint_datum_missing"", ""gbif_reference_added"", ""dwc_scientificnameauthorship_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_parentnameusageid_added"", ""gbif_vernacularname_added"", ""dwc_continent_added"", ""dwc_country_replaced"", ""dwc_taxonid_added"", ""idigbio_isocountrycode_added"", ""dwc_multimedia_added"", ""gbif_canonicalname_added"", ""dwc_originalnameusageid_added""]",paroreomyza,"{""lat"": 21.1401, ""lon"": -157.0125}",bpbm,,,,,
paroreomyza montana,paroreomyza montana,17b54fe1-b024-46a6-aacb-1417a0d9bbe4,preservedspecimen,4070,vz-bbm,h w henshaw,"maui nui `alauahio, maui creeper, maui `alauahio","[""Maui Nui `Alauahio, Maui Creeper, Maui `Alauahio""]",,,,0.2028985507246377,,,"[""geopoint_datum_error"", ""rev_geocode_eez"", ""geopoint_low_precision"", ""dwc_family_replaced"", ""gbif_vernacularname_added"", ""dwc_multimedia_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_taxonid_added"", ""dwc_country_replaced"", ""idigbio_isocountrycode_added"", ""dwc_phylum_added"", ""gbif_canonicalname_added"", ""dwc_scientificnameauthorship_added"", ""dwc_continent_added"", ""gbif_reference_added"", ""dwc_parentnameusageid_added""]",paroreomyza,"{""lat"": 20.47, ""lon"": -156.15}",bpbm,ukulele,,collector number: --,06 jun 1901,"ukulele, maui"
oreomystis mana,loxops mana,13eb8ebd-5a81-42a9-b73a-4f804552d9aa,preservedspecimen,4008,vz-bbm,h w henshaw,hawai'i creeper,"[""Hawai'i Creeper""]",,,,0.2318840579710145,,,"[""dwc_family_replaced"", ""gbif_vernacularname_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_parentnameusageid_added"", ""dwc_taxonid_added"", ""dwc_country_replaced"", ""idigbio_isocountrycode_added"", ""dwc_phylum_added"", ""gbif_canonicalname_added"", ""dwc_scientificnameauthorship_added"", ""dwc_continent_added"", ""gbif_reference_added"", ""dwc_originalnameusageid_added"", ""dwc_genus_replaced""]",loxops,"{""lat"": 19.7548, ""lon"": -155.145}",bpbm,kaiwiki,,collector number: --,30 jan 1900,"kaiwiki, hawaii = from copy of old catalog: aves 2301-4800"
himatione sanguinea,himatione sanguinea,ba5e5daf-ff88-471a-baad-860f1842ba98,preservedspecimen,4683,vz-bbm,,`apapane,"[""`Apapane""]",,,,0.15942028985507245,,,"[""dwc_family_replaced"", ""gbif_vernacularname_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_parentnameusageid_added"", ""dwc_taxonid_added"", ""dwc_continent_added"", ""dwc_country_replaced"", ""idigbio_isocountrycode_added"", ""dwc_phylum_added"", ""dwc_multimedia_added"", ""gbif_canonicalname_added"", ""dwc_scientificnameauthorship_added"", ""gbif_reference_added"", ""dwc_originalnameusageid_added""]",himatione,"{""lat"": 21.1401, ""lon"": -157.012}",bpbm,,,,,
vestiaria coccinea,vestiaria coccinea,cae53a93-5940-4709-a248-ba9bf72cd834,preservedspecimen,3316,vz-bbm,h w henshaw,`i`iwi,"[""`I`iwi""]",,,,0.2318840579710145,,,"[""dwc_family_replaced"", ""gbif_vernacularname_added"", ""dwc_multimedia_added"", ""idigbio_isocountrycode_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_taxonid_added"", ""dwc_parentnameusageid_added"", ""dwc_country_replaced"", ""dwc_phylum_added"", ""gbif_canonicalname_added"", ""dwc_scientificnameauthorship_added"", ""dwc_continent_added"", ""gbif_reference_added"", ""dwc_originalnameusageid_added""]",vestiaria,"{""lat"": 19.7548, ""lon"": -155.145}",bpbm,kaiwiki,,collector number: --,14 aug 1901,"kaiwiki, hawaii"
himatione sanguinea,himatione sanguinea,8f5a78ff-5b43-48af-9a34-60b46a14530f,preservedspecimen,146148,vz-bbm-x,,apapane,"[""Apapane""]",,,,0.17391304347826086,,,"[""dwc_family_replaced"", ""gbif_vernacularname_added"", ""dwc_taxonrank_replaced"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_parentnameusageid_added"", ""dwc_taxonid_added"", ""dwc_continent_added"", ""dwc_country_replaced"", ""idigbio_isocountrycode_added"", ""dwc_phylum_added"", ""dwc_multimedia_added"", ""gbif_canonicalname_added"", ""dwc_scientificnameauthorship_added"", ""gbif_reference_added"", ""dwc_originalnameusageid_added""]",himatione,"{""lat"": 19.6145, ""lon"": -155.559}",bpbm,,,,--,"hawaii: hawaii, kilauea forest reserve, [alt?] = from card catalog"
hemignathus virens,chlorodrepanis virens,77e48683-235f-4002-a733-be8d253f8dbc,preservedspecimen,179387,vz-bpbm,"c t atkinson, et al.",common 'amakihi,"[""Common 'Amakihi""]",,,,0.18840579710144928,,,"[""geopoint_datum_error"", ""geopoint_low_precision"", ""gbif_reference_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_vernacularname_added"", ""dwc_continent_added"", ""dwc_country_replaced"", ""idigbio_isocountrycode_added"", ""dwc_phylum_added"", ""dwc_family_replaced"", ""dwc_scientificnameauthorship_added"", ""dwc_originalnameusageid_added"", ""dwc_genus_replaced"", ""dwc_taxonomicstatus_added"", ""dwc_taxonid_added"", ""dwc_parentnameusageid_added"", ""gbif_taxon_corrected"", ""gbif_canonicalname_added""]",chlorodrepanis,"{""lat"": 19.75, ""lon"": -155.527}",bpbm,"mauna kea, mauna kea state recreation area",,collector number: --,10 sep 1993,mauna kea state park [see map in acc'n file]
carpodacus mexicanus,haemorhous mexicanus,8577a3cb-d1cc-40f8-b632-2f3d0c3ad77c,preservedspecimen,4754,vz-bbm,,house finch,"[""House Finch""]",,,,0.17391304347826086,,,"[""gbif_vernacularname_added"", ""dwc_taxonrank_replaced"", ""dwc_specificepithet_replaced"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_taxonid_added"", ""dwc_continent_added"", ""dwc_parentnameusageid_added"", ""dwc_country_replaced"", ""dwc_phylum_added"", ""dwc_multimedia_added"", ""gbif_canonicalname_added"", ""dwc_scientificnameauthorship_added"", ""idigbio_isocountrycode_added"", ""gbif_reference_added""]",haemorhous,"{""lat"": 19.6145, ""lon"": -155.559}",bpbm,,,,,hawaii [island unknown] [no exact locality or alt.] = from old catalog: aves 2301-4800
himatione sanguinea,himatione sanguinea,df6e34c1-975a-4948-8b1b-94a4fc0043e7,preservedspecimen,4790,vz-bbm,"g p cooke, jr",`apapane,"[""`Apapane""]",,,,0.2318840579710145,,,"[""dwc_family_replaced"", ""gbif_vernacularname_added"", ""dwc_multimedia_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_parentnameusageid_added"", ""dwc_taxonid_added"", ""dwc_country_replaced"", ""idigbio_isocountrycode_added"", ""dwc_phylum_added"", ""gbif_canonicalname_added"", ""dwc_scientificnameauthorship_added"", ""dwc_continent_added"", ""gbif_reference_added"", ""dwc_originalnameusageid_added""]",himatione,"{""lat"": 21.1425, ""lon"": -157.162}",bpbm,w molokai,,collector number: --,09 sep 1922,w. molokai
hemignathus virens wilsoni,chlorodrepanis virens wilsoni,baaedb9f-ec50-44e0-b983-77ffd9d8452d,preservedspecimen,4577,vz-bbm,w a bryan,hawai`i 'amakihi (maui),"[""Hawai`i 'Amakihi (Maui)""]",,,,0.2028985507246377,,,"[""dwc_family_replaced"", ""gbif_vernacularname_added"", ""dwc_taxonrank_replaced"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_parentnameusageid_added"", ""dwc_taxonid_added"", ""dwc_country_replaced"", ""idigbio_isocountrycode_added"", ""dwc_phylum_added"", ""gbif_canonicalname_added"", ""dwc_scientificnameauthorship_added"", ""dwc_continent_added"", ""gbif_reference_added"", ""dwc_originalnameusageid_added"", ""dwc_genus_replaced""]",chlorodrepanis,"{""lat"": 21.1324, ""lon"": -156.838}",bpbm,wailau valley,,collector number: --,11 jun 1907,"wailau valley, molokai"
hemignathus virens,chlorodrepanis virens,c4fabc7e-26f4-4389-914a-221643e6d69a,preservedspecimen,183575,vz-bpbm,?,common 'amakihi,"[""Common 'Amakihi""]",,,,0.18840579710144928,,,"[""geopoint_datum_error"", ""geopoint_low_precision"", ""gbif_reference_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_vernacularname_added"", ""dwc_continent_added"", ""dwc_country_replaced"", ""idigbio_isocountrycode_added"", ""dwc_phylum_added"", ""dwc_family_replaced"", ""dwc_scientificnameauthorship_added"", ""dwc_originalnameusageid_added"", ""dwc_genus_replaced"", ""dwc_taxonomicstatus_added"", ""dwc_taxonid_added"", ""dwc_parentnameusageid_added"", ""gbif_taxon_corrected"", ""gbif_canonicalname_added""]",chlorodrepanis,"{""lat"": 19.75, ""lon"": -155.53}",bpbm,"pohakuloa [sw of mauna kea summit, near saddle road]",,collector number: 8-4-2,08 dec 1988,pohakuloa
pseudonestor,pseudonestor,9b8fc499-ab31-463d-9fda-e00ad46ba1b8,preservedspecimen,184247,vz-bpbm,j simon,"maui parrotbill, kiwikiu","[""Maui Parrotbill, Kiwikiu""]",,,,0.21739130434782608,,,"[""geopoint_datum_error"", ""geopoint_low_precision"", ""gbif_reference_added"", ""gbif_genericname_added"", ""dwc_parentnameusageid_added"", ""dwc_datasetid_added"", ""gbif_vernacularname_added"", ""dwc_continent_added"", ""dwc_country_replaced"", ""idigbio_isocountrycode_added"", ""dwc_phylum_added"", ""dwc_family_replaced"", ""dwc_scientificnameauthorship_added"", ""dwc_taxonomicstatus_added"", ""dwc_taxonid_added"", ""dwc_multimedia_added"", ""gbif_taxon_corrected"", ""gbif_canonicalname_added""]",pseudonestor,"{""lat"": 20.75, ""lon"": -156.13}",bpbm,"haleakala (ne slope), hanawi natural area reserve",,collector number: mapa 96-1,31 jan 1996,"20 degrees 45 min n, 156 degrees 08 min w.  6000-6600 ft."
himatione sanguinea,himatione sanguinea,b25d1d81-e7d4-44b0-99fe-a04434ecd6e2,preservedspecimen,1115,vz-bbm,a seale,`apapane,"[""`Apapane""]",,,,0.21739130434782608,,,"[""dwc_family_replaced"", ""gbif_vernacularname_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_parentnameusageid_added"", ""dwc_taxonid_added"", ""dwc_country_replaced"", ""idigbio_isocountrycode_added"", ""dwc_phylum_added"", ""dwc_multimedia_added"", ""gbif_canonicalname_added"", ""dwc_scientificnameauthorship_added"", ""dwc_continent_added"", ""gbif_reference_added"", ""dwc_originalnameusageid_added""]",himatione,"{""lat"": 22.0627, ""lon"": -159.537}",bpbm,,,collector number: as 1481,30 apr 1900,"kauai, hawaiian ids."
